int	int	string	string	int	int[]	int	int	DTItemNum[]	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int[]	int[]	int[]	int	int	int	int	int	int	int	int
1165	65	皮尔区	Region of Peel	9	11476;11477;11478;11479;11480;11481;11482;11483;11484	2760000	20168	2:7600000;5007:2	1101	0	0	0	542	0	0	0	0	0	0	0	1502	546	0	0	0	0	0	1201	0	0	0	0	547	0	0	1101	0	0	0	542	0	0	0	0	0	0	1401	0	543	0	0	0	0	1942;6258	6104;5005	100;50;25;12	8	100	1164	1166	0	0	102	1165
1166	66	诺森伯兰	Northumberland county	9	11485;11486;11487;11488;11489;11490;11491;11492;11493	2873000	20872	2:8480000;5007:2	0	0	0	1502	0	0	555	0	0	1102	0	0	0	551	0	0	0	0	1101	0	0	0	0	0	557	0	0	0	0	1401	0	555	0	0	0	0	0	1201	0	0	0	557	0	0	0	1942;6258	6104	100;50;25;12	8	100	1165	1167	0	0	102	1166
1167	67	蒂米斯卡明	Temiskaming	9	11494;11495;11496;11497;11498;11499;11500;11501;11502	2990000	21576	2:8480000;5007:2	1102	0	0	0	0	0	565	0	0	0	0	0	1502	0	564	0	0	0	0	1202	0	0	0	567	0	0	0	0	0	0	1501	0	0	565	0	0	0	0	1402	0	0	0	567	0	0	2039;6883	6105;5005	100;50;25;12	8	100	1166	1168	0	0	102	1167
1168	68	穆斯科卡	Muskoka	9	11503;11504;11505;11506;11507;11508;11509;11510;11511	3111000	22280	2:8480000;5007:2	1101	0	0	0	0	579	0	0	0	0	0	0	1501	579	0	0	0	0	0	0	1401	0	0	0	570	0	0	0	1202	0	0	0	578	0	0	0	1101	0	0	0	0	578	0	0	0	2039;6883	6105	100;50;25;12	8	100	1167	1169	0	0	102	1168
1169	69	锡姆科	Simcoe	9	11512;11513;11514;11515;11516;11517;11518;11519;11520	3238000	22984	2:9340000;5007:2	0	0	0	1501	0	0	582	0	0	0	1201	0	0	0	586	0	0	0	1102	0	0	0	0	0	587	0	0	0	0	1401	0	0	0	588	0	0	1102	0	0	0	0	0	588	0	0	2141;7572	6103;5005	100;50;25;12	8	100	1168	1170	0	0	102	1169
1170	70	拉纳克	Lanark	9	11521;11522;11523;11524;11525;11526;11527;11528;11529	3370000	23688	2:9340000;5007:2	0	0	0	1501	0	597	0	0	0	0	0	1401	0	0	599	0	0	0	0	1201	0	0	0	591	0	0	0	1101	0	0	0	0	598	0	0	0	0	0	0	1502	0	0	599	0	0	2141;7572	6103	100;50;25;12	8	100	1169	1171	0	0	102	1170
1171	71	格雷	Grey	9	11530;11531;11532;11533;11534;11535;11536;11537;11538	3507000	27540	2:9340000;5007:2	1102	0	0	0	0	0	604	0	0	0	0	0	1501	0	607	0	0	0	0	0	1401	0	0	0	601	0	0	0	1201	0	0	0	0	607	0	0	1102	0	0	0	0	600	0	0	0	2249;8331	6109;5005	100;50;25;12	8	100	1170	1172	0	0	102	1171
1172	72	落基山	Rocky	9	11539;11540;11541;11542;11543;11544;11545;11546;11547	3650000	28431	2:10200000;5007:2	0	0	0	1502	0	614	0	0	0	0	0	1401	0	0	610	0	0	0	0	1202	0	0	0	0	619	0	0	0	0	1402	0	0	0	612	0	0	1102	0	0	0	0	614	0	0	0	2249;8331	6109	100;50;25;12	8	100	1171	1173	0	0	102	1172
1173	73	贾斯珀	Jasper	9	11548;11549;11550;11551;11552;11553;11554;11555;11556	3798000	29322	2:10200000;5007:2	0	0	0	1501	625	0	0	0	0	0	0	1402	0	625	0	0	0	0	0	1202	0	0	0	621	0	0	0	1102	0	0	0	624	0	0	0	0	0	0	0	1502	0	0	621	0	0	2361;9164	6102;5005	100;50;25;12	8	100	1172	1174	0	0	102	1173
1174	74	莱姆顿	Lambton	9	11557;11558;11559;11560;11561;11562;11563;11564;11565	3953000	30213	2:10200000;5007:2	0	1201	0	0	635	0	0	0	0	0	0	1402	0	635	0	0	0	0	1102	0	0	0	0	0	632	0	0	0	0	0	1502	0	637	0	0	0	0	0	1401	0	0	633	0	0	0	2361;9164	6102	100;50;25;12	8	100	1173	1175	0	0	102	1174
1175	75	达拉谟	Durham	9	11566;11567;11568;11569;11570;11571;11572;11573;11574	4114000	31104	2:11100000;5007:2	0	1201	0	0	0	0	648	0	0	1101	0	0	0	648	0	0	0	0	0	0	0	1502	0	641	0	0	0	0	1202	0	0	649	0	0	0	0	0	0	0	1501	649	0	0	0	0	2479;10081	6104;6103;5005	100;50;25;12	8	100	1174	1176	0	0	102	1175
1176	76	查塔姆-肯特	Chatham-Kent	9	11575;11576;11577;11578;11579;11580;11581;11582;11583	4282000	32076	2:11100000;5007:2	0	0	1402	0	658	0	0	0	0	0	1201	0	0	0	0	653	0	0	0	0	0	1501	656	0	0	0	0	0	0	1402	0	0	0	659	0	0	0	1202	0	0	0	0	652	0	0	2479;10081	6104;6109	100;50;25;12	8	100	1175	1177	0	0	102	1176
1177	77	萨斯卡通	Saskatoon	9	11584;11585;11586;11587;11588;11589;11590;11591;11592	4456000	33048	2:11100000;5007:2	0	0	1401	0	660	0	0	0	0	0	0	0	1501	0	0	662	0	0	0	1201	0	0	663	0	0	0	0	0	0	1401	0	0	0	664	0	0	0	0	0	1502	0	661	0	0	0	2603;11089	6104;6102;5005	100;50;25;12	8	100	1176	1178	0	0	102	1177
1178	78	里贾纳	Regina	9	11593;11594;11595;11596;11597;11598;11599;11600;11601	4637000	34020	2:11960000;5007:2	1102	0	0	0	0	0	671	0	0	0	0	0	1502	0	0	675	0	0	0	0	1401	0	0	0	675	0	0	0	1201	0	0	0	0	670	0	0	0	1202	0	0	675	0	0	0	0	2603;11089	6105;6103	100;50;25;12	8	100	1177	1179	0	0	102	1178
1179	79	穆斯乔	Moose Jaw	9	11602;11603;11604;11605;11606;11607;11608;11609;11610	4826000	34992	2:11960000;5007:2	0	0	0	1502	0	0	685	0	0	1101	0	0	0	684	0	0	0	0	0	1202	0	0	0	0	687	0	0	0	0	1402	0	0	683	0	0	0	0	1201	0	0	0	0	683	0	0	2733;12197	6105;6109;5005	100;50;25;12	8	100	1178	1180	0	0	102	1179
1180	80	艾伯特王子城	Prince Albert	9	11611;11612;11613;11614;11615;11616;11617;11618;11619	5022000	35964	2:11960000;5007:2	0	0	0	1501	0	693	0	0	0	0	0	1402	0	693	0	0	0	0	0	1202	0	0	0	0	691	0	0	0	0	0	1501	0	696	0	0	0	1102	0	0	0	693	0	0	0	0	2733;12197	6105;6102	100;50;25;12	8	100	1179	1181	0	0	102	1180
1181	81	悉尼	Sydney	8	11620;11621;11622;11623;11624;11625;11626;11627	5227000	41160	2:12760000;5007:3	0	1201	0	0	0	702	0	0	0	0	0	1402	0	0	705	0	0	0	0	0	0	1502	0	0	709	0	0	1102	0	0	0	0	700	0	0	0	0	1201	0	0	0	0	703	0	0	2815;12808	6104;5005	100;50;25;12	8	100	1180	1182	0	0	103	1181
1182	82	墨尔本	Melbourne	8	11628;11629;11630;11631;11632;11633;11634;11635	5413000	42360	2:12760000;5007:3	0	0	1401	0	710	0	0	0	0	0	1201	0	0	715	0	0	0	0	0	0	1402	0	710	0	0	0	0	0	0	0	1502	712	0	0	0	0	1101	0	0	0	712	0	0	0	0	2815;12808	6104	100;50;25;12	8	100	1181	1183	0	0	103	1182
1183	83	黄金海岸	Gold Coast	8	11636;11637;11638;11639;11640;11641;11642;11643	5605000	43560	2:12760000;5007:3	0	1202	0	0	722	0	0	0	0	0	0	1402	0	0	729	0	0	0	1102	0	0	0	0	0	724	0	0	0	0	0	1501	0	0	729	0	0	0	0	1401	0	0	0	724	0	0	2900;13450	6105;5005	100;50;25;12	8	100	1182	1184	0	0	103	1183
1184	84	凯恩斯	Cairns	8	11644;11645;11646;11647;11648;11649;11650;11651	5804000	44760	2:13580000;5007:3	0	1202	0	0	0	737	0	0	0	1101	0	0	0	736	0	0	0	0	0	0	1401	0	739	0	0	0	0	0	1201	0	0	730	0	0	0	0	0	0	0	1501	0	0	735	0	0	2900;13450	6105	100;50;25;12	8	100	1183	1185	0	0	103	1184
1185	85	布里斯班	Brisbane	8	11652;11653;11654;11655;11656;11657;11658;11659	6010000	45960	2:13580000;5007:3	0	0	0	1502	0	746	0	0	0	1102	0	0	0	0	744	0	0	0	0	1201	0	0	0	741	0	0	0	0	0	1401	0	0	0	747	0	0	0	1201	0	0	749	0	0	0	0	2987;14122	6103;5005	100;50;25;12	8	100	1184	1186	0	0	103	1185
1186	86	珀斯	Perth	8	11660;11661;11662;11663;11664;11665;11666;11667	6224000	47260	2:13580000;5007:3	0	0	1402	0	750	0	0	0	0	0	0	0	1502	754	0	0	0	0	0	1201	0	0	0	756	0	0	0	1101	0	0	0	754	0	0	0	0	0	0	1402	0	0	0	756	0	0	2987;14122	6103	100;50;25;12	8	100	1185	1187	0	0	103	1186
1187	87	堪培拉	Canberra	8	11668;11669;11670;11671;11672;11673;11674;11675	6445000	48560	2:14420000;5007:3	0	1202	0	0	0	761	0	0	0	0	0	0	1501	0	0	766	0	0	0	0	1401	0	769	0	0	0	0	0	1202	0	0	0	765	0	0	0	0	0	0	1501	0	0	768	0	0	3076;14828	6109;5005	100;50;25;12	8	100	1186	1188	0	0	103	1187
1188	88	阿德莱德	Adelaide	8	11676;11677;11678;11679;11680;11681;11682;11683	6674000	49860	2:14420000;5007:3	1101	0	0	0	775	0	0	0	0	0	1201	0	0	0	0	776	0	0	0	0	0	1501	0	0	778	0	0	0	0	0	1502	0	777	0	0	0	1102	0	0	0	779	0	0	0	0	3076;14828	6109	100;50;25;12	8	100	1187	1189	0	0	103	1188
1189	89	大堡礁	Great Barrier Reef	8	11684;11685;11686;11687;11688;11689;11690;11691	6911000	51160	2:14420000;5007:3	0	0	1401	0	785	0	0	0	0	0	0	1401	0	0	788	0	0	0	0	1201	0	0	0	0	782	0	0	0	0	1402	0	0	0	780	0	0	0	0	0	1502	0	787	0	0	0	3168;15569	6102;5005	100;50;25;12	8	100	1188	1190	0	0	103	1189
1190	90	大洋路	Dayang Road	8	11692;11693;11694;11695;11696;11697;11698;11699	7157000	52460	2:15260000;5007:3	1101	0	0	0	0	0	799	0	0	0	1202	0	0	0	790	0	0	0	0	0	1402	0	0	792	0	0	0	1101	0	0	0	797	0	0	0	0	0	0	0	1501	0	0	798	0	0	3168;15569	6102	100;50;25;12	8	100	1189	1191	0	0	103	1190
1191	91	霍巴特	Hobart	8	11700;11701;11702;11703;11704;11705;11706;11707	7411000	59279	2:15260000;5007:3	0	0	1401	0	0	0	800	0	0	0	1202	0	0	0	0	802	0	0	1101	0	0	0	801	0	0	0	0	0	0	0	1501	807	0	0	0	0	0	1201	0	0	0	0	802	0	0	3263;16347	6104;6103;5005	100;50;25;12	8	100	1190	1192	0	0	103	1191
1192	92	蓝山	Blue Mountain	8	11708;11709;11710;11711;11712;11713;11714;11715	7674000	60852	2:15260000;5007:3	1101	0	0	0	0	810	0	0	0	0	0	1402	0	0	816	0	0	0	1102	0	0	0	0	0	818	0	0	0	0	0	1502	0	0	816	0	0	0	0	1401	0	0	0	812	0	0	3263;16347	6104;6109	100;50;25;12	8	100	1191	1193	0	0	103	1192
1193	93	乌鲁鲁	Ayers Rock	8	11716;11717;11718;11719;11720;11721;11722;11723	7947000	62425	2:16070000;5007:3	0	1201	0	0	821	0	0	0	0	1101	0	0	0	0	0	825	0	0	0	0	0	1502	825	0	0	0	0	1101	0	0	0	0	828	0	0	0	0	1202	0	0	0	829	0	0	0	3361;17164	6104;6102;5005	100;50;25;12	8	100	1192	1194	0	0	103	1193
1194	94	艾利海滩	Airlie Beach	8	11724;11725;11726;11727;11728;11729;11730;11731	8230000	63998	2:16070000;5007:3	0	0	1402	0	0	0	832	0	0	0	0	0	1501	0	0	834	0	0	0	0	0	1501	0	0	830	0	0	0	0	1402	0	830	0	0	0	0	0	1202	0	0	0	0	832	0	0	3361;17164	6105;6103	100;50;25;12	8	100	1193	1195	0	0	103	1194
1195	95	圣灵群岛	Whitsunday Islands	8	11732;11733;11734;11735;11736;11737;11738;11739	8522000	65571	2:16070000;5007:3	1101	0	0	0	0	0	842	0	0	0	0	0	1502	0	848	0	0	0	0	1201	0	0	0	849	0	0	0	1101	0	0	0	0	843	0	0	0	0	0	1401	0	848	0	0	0	0	3462;18022	6105;6109;5005	100;50;25;12	8	100	1194	1196	0	0	103	1195
1196	96	拜伦湾	Byron Bay	8	11740;11741;11742;11743;11744;11745;11746;11747	8825000	67265	2:16920000;5007:3	0	0	0	1502	850	0	0	0	0	1102	0	0	0	858	0	0	0	0	1101	0	0	0	854	0	0	0	0	0	0	1401	0	0	853	0	0	0	0	1201	0	0	0	0	853	0	0	3462;18022	6105;6102	100;50;25;12	8	100	1195	1197	0	0	103	1196
1197	97	达尔文	Darwin	8	11748;11749;11750;11751;11752;11753;11754;11755	9138000	68959	2:16920000;5007:3	1102	0	0	0	862	0	0	0	0	0	0	0	1502	0	865	0	0	0	0	1202	0	0	0	862	0	0	0	0	0	0	1501	0	867	0	0	0	0	0	1402	0	865	0	0	0	0	3566;18922	6104;5005	100;50;25;12	8	100	1196	1198	0	0	103	1197
1198	98	汉密尔顿岛	Hamilton Island	8	11756;11757;11758;11759;11760;11761;11762;11763	9463000	70653	2:16920000;5007:3	1101	0	0	0	0	876	0	0	0	0	0	0	1501	877	0	0	0	0	0	0	1401	0	0	871	0	0	0	0	1202	0	0	0	0	877	0	0	1101	0	0	0	0	874	0	0	0	3566;18922	6104	100;50;25;12	8	100	1197	1199	0	0	103	1198
1199	99	卧龙岗	Wollongong	8	11764;11765;11766;11767;11768;11769;11770;11771	9799000	72347	2:17790000;5007:3	0	0	0	1501	886	0	0	0	0	0	1201	0	0	886	0	0	0	0	1102	0	0	0	0	887	0	0	0	0	0	1401	0	0	0	887	0	0	1102	0	0	0	0	880	0	0	0	3673;19869	6105;5005	100;50;25;12	8	100	1198	1200	0	0	103	1199
1200	100	袋鼠岛	Kangaroo Island	8	11772;11773;11774;11775;11776;11777;11778;11779	10147000	74041	2:17790000;5007:3	0	0	0	1501	0	0	893	0	0	0	0	1401	0	0	892	0	0	0	0	1201	0	0	0	0	894	0	0	1101	0	0	0	0	0	896	0	0	0	0	0	1502	891	0	0	0	0	3673;19869	6105	100;50;25;12	8	100	1199	1201	0	0	103	1200
1201	101	道格拉斯港	Port Douglas	9	11780;11781;11782;11783;11784;11785;11786;11787	10508000	82788	2:17790000;5007:3	1102	0	0	0	0	906	0	0	0	0	0	0	1501	0	0	907	0	0	0	0	1401	0	0	0	904	0	0	0	1201	0	0	0	0	901	0	0	1102	0	0	0	908	0	0	0	0	3746;20864	6103;5005	100;50;25;12	8	100	1200	1202	0	0	103	1201
1202	102	努萨	Noosa Heads	9	11789;11790;11791;11792;11793;11794;11795;11796	10936000	84804	2:18660000;5007:3	0	0	0	1502	0	0	916	0	0	0	0	1401	0	0	0	915	0	0	0	1202	0	0	917	0	0	0	0	0	0	1402	0	0	911	0	0	0	1102	0	0	0	0	912	0	0	0	3746;20864	6103	100;50;25;12	8	100	1201	1203	0	0	103	1202
1203	103	昆士兰	Queensland	9	11798;11799;11800;11801;11802;11803;11804;11805	11381000	86820	2:18660000;5007:3	0	0	0	1501	0	0	927	0	0	0	0	1402	0	0	921	0	0	0	0	1202	0	0	0	928	0	0	0	1102	0	0	0	923	0	0	0	0	0	0	0	1502	0	0	928	0	0	3821;21908	6109;5005	100;50;25;12	8	100	1202	1204	0	0	103	1203
1204	104	玛格丽特	Margaret	9	11807;11808;11809;11810;11811;11812;11813;11814	11844000	88836	2:18660000;5007:3	0	1201	0	0	0	0	931	0	0	0	0	1402	0	0	0	939	0	0	1102	0	0	0	0	0	938	0	0	0	0	0	1502	932	0	0	0	0	0	0	1401	0	0	930	0	0	0	3821;21908	6109	100;50;25;12	8	100	1203	1205	0	0	103	1204
1205	105	汤斯维尔	Townsville	9	11816;11817;11818;11819;11820;11821;11822;11823	12326000	90852	2:19530000;5007:3	0	1201	0	0	949	0	0	0	0	1101	0	0	0	0	942	0	0	0	0	0	0	1502	0	0	943	0	0	0	1202	0	0	0	0	947	0	0	0	0	0	1501	0	0	940	0	0	3898;23003	6102;5005	100;50;25;12	8	100	1204	1206	0	0	103	1205
1206	106	布鲁姆	Broome	9	11825;11826;11827;11828;11829;11830;11831;11832	12828000	93012	2:19530000;5007:3	0	0	1402	0	958	0	0	0	0	0	1201	0	0	950	0	0	0	0	0	0	0	1501	952	0	0	0	0	0	0	1402	0	0	0	954	0	0	0	1202	0	0	0	957	0	0	0	3898;23003	6102	100;50;25;12	8	100	1205	1207	0	0	103	1206
1207	107	库兰达	Kuranda	9	11834;11835;11836;11837;11838;11839;11840;11841	13350000	95172	2:19530000;5007:3	0	0	1401	0	0	0	966	0	0	0	0	0	1501	0	0	961	0	0	0	1201	0	0	0	0	960	0	0	0	0	1401	0	0	0	964	0	0	0	0	0	1502	961	0	0	0	0	3976;24153	6104;6103;5005	100;50;25;12	8	100	1206	1208	0	0	103	1207
1208	108	麦带区	Wheatbelt	9	11843;11844;11845;11846;11847;11848;11849;11850	13894000	97332	2:20430000;5007:3	1102	0	0	0	0	976	0	0	0	0	0	0	1502	0	977	0	0	0	0	0	1401	0	0	0	970	0	0	0	1201	0	0	0	979	0	0	0	0	1202	0	0	0	970	0	0	0	3976;24153	6104;6109	100;50;25;12	8	100	1207	1209	0	0	103	1208
1209	109	库伦加塔	Coolangatta	9	11852;11853;11854;11855;11856;11857;11858;11859	14459000	99492	2:20430000;5007:3	0	0	0	1502	986	0	0	0	0	1101	0	0	0	0	0	988	0	0	0	1202	0	0	980	0	0	0	0	0	0	1402	0	0	983	0	0	0	0	1201	0	0	0	986	0	0	0	4055;25361	6104;6102;5005	100;50;25;12	8	100	1208	1210	0	0	103	1209
1210	110	芭萝莎	Barossa	9	11861;11862;11863;11864;11865;11866;11867;11868	15048000	101652	2:20430000;5007:3	0	0	0	1501	996	0	0	0	0	0	0	1402	0	999	0	0	0	0	0	1202	0	0	0	998	0	0	0	0	0	0	1501	0	0	993	0	0	1102	0	0	0	990	0	0	0	0	4055;25361	6105;6103	100;50;25;12	8	100	1209	1211	0	0	103	1210
1211	111	阳光海岸	Sunshine Coast	9	11870;11871;11872;11873;11874;11875;11876;11877	15661000	112658	2:21280000;5007:3	0	1201	0	0	1008	0	0	0	0	0	0	1402	0	0	1007	0	0	0	0	0	0	1502	1000	0	0	0	0	1102	0	0	0	0	0	1002	0	0	0	1201	0	0	1007	0	0	0	0	4136;26631	6105;6109;5005	100;50;25;12	8	100	1210	1212	0	0	103	1211
1212	112	坎贝尔港	Port Campbell	9	11879;11880;11881;11882;11883;11884;11885;11886	16298000	115193	2:21280000;5007:3	0	0	1401	0	0	1013	0	0	0	0	1201	0	0	0	0	1013	0	0	0	0	1402	0	0	0	1018	0	0	0	0	0	1502	1014	0	0	0	0	1101	0	0	0	1016	0	0	0	0	4136;26631	6105;6102	100;50;25;12	8	100	1211	1213	0	0	103	1212
1213	113	洛恩	Lorne	9	11888;11889;11890;11891;11892;11893;11894;11895	16962000	117728	2:21280000;5007:3	0	1202	0	0	0	1029	0	0	0	0	0	1402	0	1026	0	0	0	0	1102	0	0	0	0	1024	0	0	0	0	0	0	1501	1028	0	0	0	0	0	0	1401	0	1029	0	0	0	0	4219;27961	6104;5005	100;50;25;12	8	100	1212	1214	0	0	103	1213
1214	114	卡尔巴里	Kalbarri	9	11897;11898;11899;11900;11901;11902;11903;11904	17652000	120263	2:22140000;5007:3	0	1202	0	0	1033	0	0	0	0	1101	0	0	0	0	1031	0	0	0	0	0	1401	0	1032	0	0	0	0	0	1201	0	0	0	1036	0	0	0	0	0	0	1501	0	0	1036	0	0	4219;27961	6104	100;50;25;12	8	100	1213	1215	0	0	103	1214
1215	115	棕榈湾	Palm Cove	9	11906;11907;11908;11909;11910;11911;11912;11913	18371000	122798	2:22140000;5007:3	0	0	0	1502	0	0	1048	0	0	1102	0	0	0	0	1041	0	0	0	0	1201	0	0	1040	0	0	0	0	0	0	1401	0	0	1047	0	0	0	0	1201	0	0	0	1040	0	0	0	4303;29358	6105;5005	100;50;25;12	8	100	1214	1216	0	0	103	1215
1216	116	摇篮山	Cradle Mountain	9	11915;11916;11917;11918;11919;11920;11921;11922	19119000	125502	2:22140000;5007:3	0	0	1402	0	1050	0	0	0	0	0	0	0	1502	0	0	1055	0	0	0	1201	0	0	0	0	1052	0	0	1101	0	0	0	0	1057	0	0	0	0	0	1402	0	0	0	1054	0	0	4303;29358	6105	100;50;25;12	8	100	1215	1217	0	0	103	1216
1217	117	比吉诺	Bicheno	9	11924;11925;11926;11927;11928;11929;11930;11931	19897000	128206	2:22990000;5007:3	0	1202	0	0	0	0	1069	0	0	0	0	0	1501	1065	0	0	0	0	0	0	1401	0	0	1066	0	0	0	0	1202	0	0	1062	0	0	0	0	0	0	0	1501	1066	0	0	0	0	4390;30825	6103;5005	100;50;25;12	8	100	1216	1218	0	0	103	1217
1218	118	吉朗	Geelong	9	11933;11934;11935;11936;11937;11938;11939;11940	20707000	130910	2:22990000;5007:3	1101	0	0	0	0	1074	0	0	0	0	1201	0	0	0	0	1073	0	0	0	0	0	1501	0	0	1077	0	0	0	0	0	1502	0	1074	0	0	0	1102	0	0	0	1071	0	0	0	0	4390;30825	6103	100;50;25;12	8	100	1217	1219	0	0	103	1218
1219	119	阿波罗湾	Apollo Bay	9	11942;11943;11944;11945;11946;11947;11948;11949	21550000	133614	2:22990000;5007:3	0	0	1401	0	1082	0	0	0	0	0	0	1401	0	1089	0	0	0	0	0	1201	0	0	1082	0	0	0	0	0	0	1402	0	1080	0	0	0	0	0	0	0	1502	0	0	1085	0	0	4477;32367	6109;5005	100;50;25;12	8	100	1218	1220	0	0	103	1219
1220	120	朗塞斯顿	Launceston	9	11951;11952;11953;11954;11955;11956;11957;11958	22427000	136318	2:23830000;5007:3	1101	0	0	0	1096	0	0	0	0	0	1202	0	0	0	1096	0	0	0	0	0	1402	0	0	1096	0	0	0	1101	0	0	0	1095	0	0	0	0	0	0	0	1501	0	0	1098	0	0	4477;32367	6109	100;50;25;12	8	100	1219	1221	0	0	103	1220
1221	121	伦敦	London	8	11960;11961;11962;11963;11964;11965;11966;11967	23340000	149940	2:23830000;5007:4	0	0	1401	0	0	0	1104	0	0	0	1202	0	0	0	1107	0	0	0	1101	0	0	0	1104	0	0	0	0	0	0	0	1501	1109	0	0	0	0	0	1201	0	0	0	1102	0	0	0	4522;33986	6102;5005	100;50;25;12	8	100	1220	1222	0	0	104	1221
1222	122	爱丁堡	Edinburgh	8	11968;11969;11970;11971;11972;11973;11974;11975	24169000	153076	2:23830000;5007:4	1101	0	0	0	1112	0	0	0	0	0	0	1402	0	1117	0	0	0	0	1102	0	0	0	0	1111	0	0	0	0	0	0	1502	1112	0	0	0	0	0	0	1401	0	0	0	1113	0	0	4522;33986	6102	100;50;25;12	8	100	1221	1223	0	0	104	1222
1223	123	剑桥	Cambridge	8	11976;11977;11978;11979;11980;11981;11982;11983	25028000	156212	2:24680000;5007:4	0	1201	0	0	1125	0	0	0	0	1101	0	0	0	0	1121	0	0	0	0	0	0	1502	0	0	1121	0	0	1101	0	0	0	0	0	1127	0	0	0	1202	0	0	1124	0	0	0	0	4567;35686	6104;6103;5005	100;50;25;12	8	100	1222	1224	0	0	104	1223
1224	124	曼彻斯特	Manchester	8	11984;11985;11986;11987;11988;11989;11990;11991	25917000	159348	2:24680000;5007:4	0	0	1402	0	0	1131	0	0	0	0	0	0	1501	1133	0	0	0	0	0	0	0	1501	0	1138	0	0	0	0	0	1402	0	1136	0	0	0	0	0	1202	0	0	1136	0	0	0	0	4567;35686	6104;6109	100;50;25;12	8	100	1223	1225	0	0	104	1224
1225	125	牛津	Oxford	8	11992;11993;11994;11995;11996;11997;11998;11999	26838000	162484	2:24680000;5007:4	1101	0	0	0	0	1143	0	0	0	0	0	0	1502	0	1140	0	0	0	0	1201	0	0	0	1148	0	0	0	1101	0	0	0	0	1141	0	0	0	0	0	1401	0	0	1144	0	0	0	4613;37469	6104;6102;5005	100;50;25;12	8	100	1224	1226	0	0	104	1225
1226	126	约克	York	8	12000;12001;12002;12003;12004;12005;12006;12007	27792000	165816	2:25530000;5007:4	0	0	0	1502	0	0	1150	0	0	1102	0	0	0	0	0	1154	0	0	1101	0	0	0	0	0	1150	0	0	0	0	1401	0	1156	0	0	0	0	0	1201	0	0	1153	0	0	0	0	4613;37469	6105;6103	100;50;25;12	8	100	1225	1227	0	0	104	1226
1227	127	巴斯	Bath	8	12008;12009;12010;12011;12012;12013;12014;12015	28779000	169148	2:25530000;5007:4	1102	0	0	0	1166	0	0	0	0	0	0	0	1502	1165	0	0	0	0	0	1202	0	0	0	1163	0	0	0	0	0	0	1501	0	1169	0	0	0	0	0	1402	0	1167	0	0	0	0	4659;39342	6105;6109;5005	100;50;25;12	8	100	1226	1228	0	0	104	1227
1228	128	英国湖区	Lake District	8	12016;12017;12018;12019;12020;12021;12022;12023	29801000	172480	2:25530000;5007:4	1101	0	0	0	0	0	1178	0	0	0	0	0	1501	0	0	1177	0	0	0	0	1401	0	0	1177	0	0	0	0	1202	0	0	1179	0	0	0	0	1101	0	0	0	0	0	1179	0	0	4659;39342	6105;6102	100;50;25;12	8	100	1227	1229	0	0	104	1228
1229	129	伯明翰	Birmingham	8	12024;12025;12026;12027;12028;12029;12030;12031	30860000	175812	2:26360000;5007:4	0	0	0	1501	1180	0	0	0	0	0	1201	0	0	1187	0	0	0	0	1102	0	0	0	0	0	1185	0	0	0	0	1401	0	0	1184	0	0	0	1102	0	0	0	1189	0	0	0	0	4706;41308	6104;5005	100;50;25;12	8	100	1228	1230	0	0	104	1229
1230	130	利物浦	Liverpool	8	12032;12033;12034;12035;12036;12037;12038;12039	31957000	179144	2:26360000;5007:4	0	0	0	1501	0	1199	0	0	0	0	0	1401	0	0	0	1197	0	0	0	1201	0	0	0	0	1193	0	0	1101	0	0	0	0	1194	0	0	0	0	0	0	1502	0	1192	0	0	0	4706;41308	6104	100;50;25;12	8	100	1229	1231	0	0	104	1230
1231	131	谢菲尔德	Sheffield	8	12040;12041;12042;12043;12044;12045;12046;12047	33092000	195765	2:26360000;5007:4	1102	0	0	0	0	1200	0	0	0	0	0	0	1501	0	0	1208	0	0	0	0	1401	0	0	1207	0	0	0	0	1201	0	0	0	1208	0	0	0	1102	0	0	0	1202	0	0	0	0	4753;43375	6105;5005	100;50;25;12	8	100	1230	1232	0	0	104	1231
1232	132	怀特岛	Isle of Wight	8	12048;12049;12050;12051;12052;12053;12054;12055	34268000	199590	2:27170000;5007:4	0	0	0	1502	1214	0	0	0	0	0	0	1401	0	0	0	1212	0	0	0	1202	0	0	0	1219	0	0	0	0	0	1402	0	1214	0	0	0	0	1102	0	0	0	1213	0	0	0	0	4753;43375	6105	100;50;25;12	8	100	1231	1233	0	0	104	1232
1233	133	诺丁汉	Nottinghamshire	8	12056;12057;12058;12059;12060;12061;12062;12063	35486000	203415	2:27170000;5007:4	0	0	0	1501	1220	0	0	0	0	0	0	1402	0	0	1228	0	0	0	0	1202	0	0	0	0	1224	0	0	1102	0	0	0	0	0	1224	0	0	0	0	0	1502	0	1226	0	0	0	4800;45544	6103;5005	100;50;25;12	8	100	1232	1234	0	0	104	1233
1234	134	纽卡斯尔	Newcastle	8	12064;12065;12066;12067;12068;12069;12070;12071	36746000	207240	2:27170000;5007:4	0	1201	0	0	0	0	1232	0	0	0	0	1402	0	0	1233	0	0	0	1102	0	0	0	0	1237	0	0	0	0	0	0	1502	0	0	1230	0	0	0	0	1401	0	0	1236	0	0	0	4800;45544	6103	100;50;25;12	8	100	1233	1235	0	0	104	1234
